area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_clean,lat,lon
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,56.4,2.0,1153.0,13.1424106,77.7340989
Super built-up  Area,Ready To Move,Mylasandra,2 BHK,Laowsba,1110,2.0,2.0,55.0,2.0,1110.0,12.9160293,77.497544
Built-up  Area,Ready To Move,Electronic City,2 BHK,Saave R,1100,2.0,2.0,42.0,2.0,1100.0,12.8487599,77.648253
Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,Anave S,1290,2.0,2.0,110.0,2.0,1290.0,13.0221416,77.6403368
Super built-up  Area,18-Apr,Bank Of Baroda Colony,2 BHK,,1080,2.0,2.0,39.0,2.0,1080.0,12.893481,77.5837404
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1933,3.0,1.0,129.0,3.0,1933.0,12.9709537,77.5373851
Built-up  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,,3500,5.0,2.0,150.0,5.0,3500.0,13.0120218,77.6777817
Super built-up  Area,18-Aug,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,1.0,645.0,12.8009043,77.7114908
Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,1.0,645.0,12.8009043,77.7114908
Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,SJcerpe,1644,3.0,3.0,84.0,3.0,1644.0,12.9619639,77.6988922
Super built-up  Area,Ready To Move,Ncpr Industrial Layout,2 BHK,Supams ,1285,2.0,3.0,72.5,2.0,1285.0,12.9859833,77.7128318
Plot  Area,Ready To Move,Electronic City,3 Bedroom,,1200,3.0,1.0,90.0,3.0,1200.0,12.8487599,77.648253
Super built-up  Area,Ready To Move,Electronic City,2 BHK,CoapeSo,910,2.0,1.0,40.0,2.0,910.0,12.8487599,77.648253
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Bisic C,1577,3.0,1.0,70.0,3.0,1577.0,12.8701259,77.5820178
Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,Inntsa ,2420,3.0,2.0,185.0,3.0,2420.0,13.0082113,77.652778
Super built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,800,1.0,1.0,20.0,2.0,800.0,12.8009043,77.7114908
Built-up  Area,Ready To Move,Anand Nagar,2 BHK,,1060,2.0,2.0,55.0,2.0,1060.0,13.0346991,77.5944561
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1270,2.0,2.0,93.0,2.0,1270.0,12.9119693,77.5882043
Built-up  Area,Ready To Move,Kundalahalli Colony,2 Bedroom,,1280,2.0,1.0,69.0,2.0,1280.0,12.9706554,77.7115645
Plot  Area,Ready To Move,Horamavu Agara,4 Bedroom,,1200,2.0,0.0,95.0,4.0,1200.0,13.0367725,77.6549479
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1025,2.0,2.0,36.0,2.0,1025.0,12.9244884,77.6451418
Super built-up  Area,17-Jun,Electronic City,2 BHK,Prarkun,1108,2.0,1.0,63.0,2.0,1108.0,12.8487599,77.648253
Plot  Area,Ready To Move,MCECHS  layout,5 Bedroom,,1200,5.0,,170.0,5.0,1200.0,13.0725802,77.6152451
Super built-up  Area,Ready To Move,Coffee Board Layout,3 BHK,Calyxy ,3045,3.0,2.0,170.0,3.0,3045.0,13.0503251,77.6060803
Plot  Area,Ready To Move,Ambedkar Nagar,4 Bedroom,Thessrm,2900,3.0,2.0,300.0,4.0,2900.0,12.9798531,77.7541055
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,JJortom,1500,3.0,2.0,75.5,3.0,1500.0,12.9709537,77.5373851
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,43.9,2.0,1295.0,12.932582,77.5162034
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1162,2.0,1.0,59.9,2.0,1162.0,13.1424106,77.7340989
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1035,2.0,2.0,49.2,2.0,1035.0,12.9244884,77.6451418
Built-up  Area,Ready To Move,Attibele,4 Bedroom,Natic T,1600,4.0,0.0,52.8,4.0,1600.0,12.7751249,77.7709216
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,,1464,3.0,2.0,46.0,3.0,1464.0,12.8921814,77.6483362
Super built-up  Area,18-Oct,Hennur Road,3 BHK,DSapeSk,1866,2.0,2.0,61.58,3.0,1866.0,13.0351224,77.631944
Super built-up  Area,Ready To Move,Geleyara Balaga Layout,2 BHK,Jahtsa ,700,1.0,1.0,26.0,2.0,700.0,13.0712823,77.5061497
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Prillot,1804,3.0,2.0,120.0,3.0,1804.0,12.8658068,77.5911918
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,,913,2.0,1.0,32.0,2.0,913.0,12.9694037,77.5870258
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,,883,2.0,1.0,45.0,2.0,883.0,12.9229728,77.4842926
Plot  Area,Ready To Move,Sundara Nagar,2 Bedroom,,900,2.0,1.0,110.0,2.0,900.0,12.97293,77.6151399
Super built-up  Area,Ready To Move,Kogilu,3 BHK,,1664,2.0,3.0,73.95,3.0,1664.0,13.1067228,77.6173956
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,2026,3.0,2.0,132.0,3.0,2026.0,13.0720352,77.6333905
Super built-up  Area,Ready To Move,Balagere,2 BHK,Soestin,1210,2.0,1.0,80.9,2.0,1210.0,12.9377243,77.7280705
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,Alestrb,1762,3.0,3.0,91.45,3.0,1762.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1252,3.0,3.0,55.0,3.0,1252.0,12.7764978,77.6326204
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1420,2.0,1.0,100.0,3.0,1420.0,12.9119693,77.5882043
Plot  Area,Ready To Move,Srirampura,6 Bedroom,,1450,6.0,0.0,250.0,6.0,1450.0,12.9964948,77.5632993
Built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,GaicaVe,1490,3.0,1.0,78.8,3.0,1490.0,12.8401734,77.6595099
Super built-up  Area,18-Aug,Old Madras Road,3 BHK,Saesttt,1425,2.0,2.0,94.0,3.0,1425.0,13.0069152,77.6882534
Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Nae 2El,1200,2.0,1.0,40.0,2.0,1200.0,12.8658068,77.5911918
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,,1280,2.0,2.0,56.0,3.0,1280.0,12.9812262,77.6745845
Super built-up  Area,Ready To Move,Silver Springs Layout,2 BHK,Bhinglv,1084,2.0,2.0,50.0,2.0,1084.0,12.9582324,77.7098778
Super built-up  Area,18-Jul,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,25.88,2.0,1015.0,12.8009043,77.7114908
Super built-up  Area,21-May,Kanakpura Road,2 BHK,GolusLi,1017,2.0,1.0,51.25,2.0,1017.0,12.8856913,77.5526564
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1027,2.0,2.0,44.0,2.0,1027.0,12.9018012,77.6641767
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Coush W,1069,2.0,2.0,45.0,2.0,1069.0,12.8473999,77.6724452
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1349,2.0,1.0,98.2,2.0,1349.0,13.0382184,77.5919
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,NaensGa,1005,2.0,1.0,50.0,2.0,1005.0,12.9110032,77.5788747
Super built-up  Area,Ready To Move,Jakkur,2 BHK,Arzzo P,1417,2.0,3.0,75.0,2.0,1417.0,13.0784743,77.6068938
Plot  Area,18-Jan,TC Palaya,3 Bedroom,,1475,3.0,1.0,98.0,3.0,1475.0,13.0105743,77.6932572
Carpet  Area,Ready To Move,Maruthi Sevanagar,2 BHK,SMikaay,950,2.0,2.0,47.0,2.0,950.0,13.0027048,77.6346165
Super built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,Prave E,2000,4.0,0.0,120.0,4.0,2000.0,13.0360109,77.5695288
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Ahriaup,1863,3.0,2.0,104.0,4.0,1863.0,12.9244884,77.6451418
Super built-up  Area,Ready To Move,Singasandra,2 BHK,Priewhi,1010,2.0,1.0,29.5,2.0,1010.0,12.8787382,77.642089
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Shodsth,1425,2.0,1.0,70.0,3.0,1425.0,12.8658068,77.5911918
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,Swadeh ,1450,3.0,0.0,100.0,3.0,1450.0,12.9709537,77.5373851
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1847,3.0,2.0,105.0,3.0,1847.0,12.8701259,77.5820178
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,Soran U,1100,2.0,3.0,45.0,2.0,1100.0,12.964118,77.7130369
Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,26.0,1.0,525.0,12.8856913,77.5526564
Super built-up  Area,Ready To Move,Mallasandra,3 BHK,Puestig,1665,3.0,2.0,95.0,3.0,1665.0,13.0548302,77.5155741
Super built-up  Area,Ready To Move,Begur,4 BHK,Prntsrt,1664,4.0,3.0,65.0,4.0,1664.0,12.8633887,77.6130112
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,Maerar ,1850,3.0,3.0,150.0,3.0,1850.0,12.9096941,77.5866067
Super built-up  Area,Ready To Move,Panathur,2 BHK,Vaesh T,1438,2.0,3.0,100.0,2.0,1438.0,12.9351457,77.7047541
Super built-up  Area,18-Apr,Yelahanka,2 BHK,,1350,2.0,1.0,55.55,2.0,1350.0,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3.0,3.0,67.0,3.0,1550.0,12.8856913,77.5526564
Super built-up  Area,18-Apr,Malleshpalya,2 BHK,,1140,2.0,2.0,46.5,2.0,1140.0,12.9744129,77.6743533
Plot  Area,Ready To Move,Srirampura,5 Bedroom,,1200,5.0,2.0,180.0,5.0,1200.0,12.9964948,77.5632993
Super built-up  Area,18-Dec,Kodathi,2 BHK,,850,2.0,2.0,27.0,2.0,850.0,12.8905129,77.7133427
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Gotis A,1280,2.0,2.0,75.0,2.0,1280.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1385,2.0,1.0,83.09,2.0,1385.0,13.0351224,77.631944
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.0,2.0,1128.0,12.8487599,77.648253
Plot  Area,Ready To Move,Marathahalli,2 Bedroom,,1200,2.0,2.0,128.0,2.0,1200.0,12.9552572,77.6984163
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2390,3.0,2.0,415.0,3.0,2390.0,12.9945063,77.554298
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,2.0,56.0,3.0,1464.0,12.9018012,77.6641767
Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,,1200,2.0,2.0,55.0,2.0,1200.0,13.0454837,77.6266492
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,Abncy R,1200,2.0,2.0,52.0,2.0,1200.0,13.0200235,77.6092887
Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,Baowsig,1150,2.0,1.0,55.0,3.0,1150.0,12.8089587,77.5097006
Built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,Itala A,1645,3.0,2.0,95.0,3.0,1645.0,12.9887336,77.7204129
Super built-up  Area,20-Mar,Sarjapur  Road,2 BHK,,1000,2.0,1.0,67.0,2.0,1000.0,12.9244884,77.6451418
Plot  Area,Ready To Move,Haralur Road,4 Bedroom,,2650,4.0,2.0,198.0,4.0,2650.0,12.9018012,77.6641767
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,HMinebo,1192,2.0,2.0,74.0,2.0,1192.0,12.9071324,77.5734008
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,K borja,2135,3.0,2.0,215.0,3.0,2135.0,12.9778793,77.6246697
Super built-up  Area,19-Dec,Whitefield,2 BHK,Oreldhi,1173,2.0,1.0,58.0,2.0,1173.0,12.9957428,77.7579489
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Sungspr,1020,2.0,2.0,45.0,2.0,1020.0,12.9055682,77.5455438
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,6.0,2.0,230.0,4.0,3122.0,13.0170955,77.4829741
Plot  Area,18-Mar,T.C PALYA,2 Bedroom,,1200,2.0,0.0,79.0,2.0,1200.0,13.0160374,77.6910921
Carpet  Area,Ready To Move,Muneshwara Nagar,2 BHK,,1230,2.0,3.0,48.0,2.0,1230.0,13.0052451,77.7132511
Super built-up  Area,Ready To Move,Devarachikkanahalli,2 BHK,Clntsrt,1250,2.0,2.0,40.0,2.0,1250.0,12.8931539,77.6219724
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,PuamaPa,1325,2.0,2.0,76.0,2.0,1325.0,12.8658068,77.5911918
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3.0,1.0,150.0,3.0,1850.0,12.9119693,77.5882043
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,,,21.53,1.0,525.0,12.8856913,77.5526564
Super built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,,1200,2.0,2.0,65.0,2.0,1200.0,12.9932739,77.5388099
Plot  Area,Ready To Move,Bull Temple Road,3 Bedroom,,1350,2.0,0.0,140.0,3.0,1350.0,12.954905,77.5674402
Super built-up  Area,18-Jun,Bommasandra,3 BHK,SSestth,1260,3.0,1.0,49.36,3.0,1260.0,12.8160161,77.6892217
Super built-up  Area,Ready To Move,Prashanth Nagar,3 BHK,Vancy R,1800,3.0,0.0,150.0,3.0,1800.0,12.9776188,77.5313254
Built-up  Area,Ready To Move,Ardendale,2 BHK,Miwel M,1100,2.0,1.0,43.25,2.0,1100.0,13.0261749,77.766388
Super built-up  Area,Ready To Move,Harlur,2 BHK,SrEndPo,1508,2.0,1.0,77.0,2.0,1508.0,12.9058923,77.675465
Carpet  Area,Ready To Move,Sampigehalli,3 BHK,Puens G,1592,3.0,2.0,75.0,3.0,1592.0,13.0805925,77.6291328
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,SagasSa,1388,2.0,3.0,57.0,2.0,1388.0,13.0195427,77.6831272
Super built-up  Area,18-May,Electronic City Phase II,1 BHK,SNbay G,630,1.0,1.0,28.35,1.0,630.0,12.8473999,77.6724452
Plot  Area,Ready To Move,RMV,3 Bedroom,,2000,3.0,2.0,365.0,3.0,2000.0,13.0360109,77.5695288
Super built-up  Area,21-Dec,Bagalur Main Road,2 BHK,,950,2.0,2.0,50.0,2.0,950.0,13.1302377,77.6664452
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3252,5.0,3.0,335.0,4.0,3252.0,12.9635497,77.6460411
Super built-up  Area,18-Aug,Magadi Road,2 BHK,Vrenty ,1116,2.0,1.0,50.0,2.0,1116.0,12.975608,77.5553564
Super built-up  Area,Ready To Move,Narayanapura,2 BHK,AriosHe,1308,2.0,2.0,89.04,2.0,1308.0,13.0716969,77.6193949
Built-up  Area,Ready To Move,Bannerghatta Road,1 BHK,,500,1.0,1.0,18.5,1.0,500.0,12.9426506,77.6027253
Super built-up  Area,Ready To Move,Hennur,2 BHK,SLureSi,1075,2.0,1.0,52.0,2.0,1075.0,13.037077,77.6413572
Super built-up  Area,18-Mar,Chandapura,1 BHK,Siissi ,530,1.0,0.0,11.66,1.0,530.0,12.8009043,77.7114908
Built-up  Area,Ready To Move,Bellandur,2 BHK,,1205,2.0,3.0,66.0,2.0,1205.0,12.9320495,77.6842915
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Mangsr ,1075,2.0,2.0,60.0,2.0,1075.0,12.9010682,77.5859397
Built-up  Area,Ready To Move,KR Puram,2 BHK,HovasTe,930,2.0,2.0,39.0,2.0,930.0,13.007516,77.695935
Super built-up  Area,Ready To Move,Balagere,2 BHK,Exncene,1380,2.0,1.0,60.0,2.0,1380.0,12.9377243,77.7280705
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2483,5.0,2.0,212.0,4.0,2483.0,13.0382184,77.5919
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,NadelCi,1050,2.0,1.0,65.0,2.0,1050.0,12.9426506,77.6027253
Super built-up  Area,19-Mar,Gopalapura,3 BHK,Sothadr,2023.71,3.0,2.0,275.0,3.0,2023.71,12.9806131,77.5581149
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,46.8,2.0,1200.0,12.8742536,77.6260073
Super built-up  Area,18-May,8th Phase JP Nagar,1 BHK,Maian M,451,1.0,0.0,29.9,1.0,451.0,12.9104062,77.5951099
Super built-up  Area,Ready To Move,Electronic City,3 BHK,ShstaAl,1800,3.0,2.0,95.0,3.0,1800.0,12.8487599,77.648253
Super built-up  Area,18-May,Jalahalli,3 BHK,Shard T,1400,3.0,0.0,77.0,3.0,1400.0,13.0394104,77.5197351
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1801,3.0,2.0,115.0,3.0,1801.0,13.0720352,77.6333905
Built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neagar ,1451,2.0,,90.0,2.0,1451.0,12.9968412,77.6928386
Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1.0,1.0,36.0,2.0,1200.0,12.7836552,77.7461411
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,44.0,2.0,1160.0,12.8742536,77.6260073
Built-up  Area,Ready To Move,Kengeri,2 BHK,,1000,2.0,1.0,25.0,2.0,1000.0,12.9176571,77.4837568
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Wiowsri,950,2.0,1.0,40.0,2.0,950.0,12.8856913,77.5526564
Built-up  Area,20-Dec,"Hoodi Circle,",3 BHK,,1629,3.0,2.0,79.0,3.0,1629.0,12.9919623,77.7154228
Built-up  Area,Ready To Move,Vijayanagar,3 BHK,,1580,2.0,0.0,134.0,3.0,1580.0,12.9709537,77.5373851
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1826,3.0,2.0,121.0,3.0,1826.0,12.9709537,77.5373851
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Eladero,1245,2.0,1.0,94.0,2.0,1245.0,12.9119693,77.5882043
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Lancyey,1145,2.0,2.0,45.79,2.0,1145.0,12.932582,77.5162034
Super built-up  Area,Ready To Move,Sompura,2 BHK,Suiseit,825,2.0,1.0,33.0,2.0,825.0,12.8778283,77.4972385
Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,Aroomba,1693,3.0,3.0,108.0,3.0,1693.0,13.0176937,77.5555009
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Courf T,1113.27,2.0,2.0,53.0,2.0,1113.27,12.8401734,77.6595099
Built-up  Area,Ready To Move,Ashirvad Colony,2 BHK,VMowsea,1460,2.0,1.0,58.0,2.0,1460.0,12.9398513,77.5740326
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,S onsMa,1050,2.0,1.0,32.0,2.0,1050.0,12.8505644,77.6466948
Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Tuentpa,1260,2.0,2.0,55.0,2.0,1260.0,12.9725581,77.692858
Built-up  Area,Ready To Move,Hosur Road,2 BHK,Tovesee,1656,2.0,1.0,120.0,2.0,1656.0,12.910142,77.6270827
Super built-up  Area,Ready To Move,Chandapura,3 BHK,Vailsaf,1208,3.0,1.0,45.0,3.0,1208.0,12.8009043,77.7114908
Super built-up  Area,Ready To Move,Whitefield,3 BHK,BrlisCo,1910,3.0,2.0,161.0,3.0,1910.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Whitefield,4 BHK,Haestt ,3252,4.0,1.0,230.0,4.0,3252.0,12.9957428,77.7579489
Plot  Area,Ready To Move,Battarahalli,2 Bedroom,,1200,2.0,1.0,65.0,2.0,1200.0,13.015119,77.7094485
Super built-up  Area,Ready To Move,Gokula Extension,4 BHK,,1200,4.0,1.0,175.0,4.0,1200.0,13.0058913,77.5791562
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1175,2.0,1.0,82.0,2.0,1175.0,12.9119693,77.5882043
Plot  Area,Ready To Move,Kamakshipalya,2 Bedroom,,1000,2.0,0.0,165.0,2.0,1000.0,12.9858669,77.5331755
Plot  Area,Ready To Move,Bannerghatta Road,4 Bedroom,,1200,2.0,0.0,125.0,4.0,1200.0,12.9426506,77.6027253
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2390,3.0,2.0,410.0,3.0,2390.0,12.9945063,77.554298
Super built-up  Area,19-Jan,Rajaji Nagar,7 BHK,,12000,6.0,3.0,2200.0,7.0,12000.0,12.9945063,77.554298
Plot  Area,Ready To Move,Sultan Palaya,2 Bedroom,,550,1.0,1.0,62.0,2.0,550.0,12.9639079,77.5687792
Super built-up  Area,Ready To Move,Kengeri,1 BHK,,34.46Sq. Meter,1.0,0.0,18.5,1.0,370.923994,12.9176571,77.4837568
Super built-up  Area,Ready To Move,Kengeri,2 BHK,VBvenal,750,2.0,1.0,38.0,2.0,750.0,12.9176571,77.4837568
Plot  Area,Ready To Move,Mahalakshmi Layout,6 Bedroom,,1200,7.0,3.0,250.0,6.0,1200.0,13.0113153,77.5446972
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3.0,3.0,64.5,3.0,1550.0,12.8856913,77.5526564
Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,,1350,3.0,2.0,150.0,3.0,1350.0,12.9512353,77.519054
Plot  Area,17-Dec,Anandapura,2 Bedroom,,1000,2.0,1.0,55.0,2.0,1000.0,13.0239276,77.6923621
Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,,1090,2.0,2.0,31.48,2.0,1090.0,12.8137512,77.6953367
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,1200,2.0,0.0,60.0,2.0,1200.0,13.0105743,77.6932572
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1991,4.0,2.0,103.0,3.0,1991.0,13.1424106,77.7340989
Super built-up  Area,18-Oct,Bommasandra,2 BHK,DSoodil,1060,2.0,1.0,26.5,2.0,1060.0,12.8160161,77.6892217
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,SJarkte,1105,2.0,1.0,75.0,2.0,1105.0,12.9173303,77.667161
Built-up  Area,Ready To Move,Hoodi,2 BHK,Dhgraas,985,2.0,2.0,67.0,2.0,985.0,12.9959233,77.7192796
Plot  Area,Ready To Move,Chandapura,6 Bedroom,,1533,5.0,3.0,85.0,6.0,1533.0,12.8009043,77.7114908
Super built-up  Area,17-Jul,Balagere,3 BHK,HiqueMa,1590,3.0,2.0,79.0,3.0,1590.0,12.9377243,77.7280705
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Srshq T,1120,2.0,2.0,55.0,2.0,1120.0,12.9855509,77.668072
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Prionad,1933,3.0,2.0,140.0,3.0,1933.0,12.9552572,77.6984163
Built-up  Area,16-Mar,Hosur Road,2 BHK,PuendWe,1194,2.0,0.0,69.0,2.0,1194.0,12.910142,77.6270827
Super built-up  Area,Ready To Move,Brookefield,2 BHK,Danna S,1150,2.0,3.0,69.0,2.0,1150.0,12.9652094,77.717936
Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,,1240,2.0,2.0,47.12,2.0,1240.0,12.8646227,77.6081639
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1419,2.0,2.0,48.1,2.0,1419.0,12.932582,77.5162034
Super built-up  Area,Ready To Move,Richmond Town,3 BHK,Bltonin,2150,4.0,,240.0,3.0,2150.0,12.963555,77.6015856
Super built-up  Area,Ready To Move,Suddaguntepalya,3 BHK,MSanaer,1450,3.0,2.0,55.0,3.0,1450.0,12.931045,77.6098888
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,708,1.0,1.0,40.0,2.0,708.0,12.7467724,77.7742876
Plot  Area,Ready To Move,Kasavanhalli,3 Bedroom,,1000,4.0,3.0,110.0,3.0,1000.0,12.9047595,77.6759172
Plot  Area,Ready To Move,Whitefield,4 Bedroom,,11890,4.0,3.0,700.0,4.0,11890.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Ocavees,1250,2.0,1.0,76.0,2.0,1250.0,12.9320495,77.6842915
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1400,2.0,1.0,95.0,3.0,1400.0,12.9119693,77.5882043
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1670,2.0,3.0,57.0,3.0,1670.0,12.9244884,77.6451418
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1750,3.0,2.0,100.0,3.0,1750.0,13.0261749,77.766388
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,71.0,2.0,1404.0,12.8699226,77.6272278
Super built-up  Area,Ready To Move,Hoodi,3 BHK,SMaxyay,1715,2.0,2.0,95.0,3.0,1715.0,12.9959233,77.7192796
Built-up  Area,18-Apr,Electronic City,1 BHK,Prarkun,630,1.0,1.0,34.65,1.0,630.0,12.8487599,77.648253
Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1752.12,3.0,2.0,135.0,3.0,1752.12,12.9058923,77.675465
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,,1650,3.0,2.0,78.0,3.0,1650.0,12.8773486,77.6028031
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,1.0,55.47,2.0,1295.0,12.932582,77.5162034
Super built-up  Area,18-Sep,Sarjapur  Road,2 BHK,PualeSk,1346,2.0,1.0,74.03,2.0,1346.0,12.9244884,77.6451418
Plot  Area,Ready To Move,Thippasandra,4 Bedroom,,1200,4.0,2.0,200.0,4.0,1200.0,12.973936,77.6509982
Built-up  Area,Ready To Move,Chikkabidarakallu,4 Bedroom,Gontyol,3309,4.0,3.0,325.0,4.0,3309.0,13.0523616,77.4879154
Super built-up  Area,18-May,Chandapura,3 BHK,SunceEs,1190,2.0,2.0,30.35,3.0,1190.0,12.8009043,77.7114908
Super built-up  Area,Ready To Move,AECS Layout,3 BHK,DSutyng,1620,3.0,2.0,98.0,3.0,1620.0,12.964118,77.7130369
Super built-up  Area,18-Apr,Marathahalli,2 BHK,,950,2.0,1.0,46.96,2.0,950.0,12.9552572,77.6984163
Super built-up  Area,Ready To Move,Harlur,3 BHK,SrEndPo,2450,3.0,0.0,120.0,3.0,2450.0,12.9058923,77.675465
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1220,2.0,1.0,35.23,3.0,1220.0,12.8473999,77.6724452
Built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,,1020,2.0,2.0,63.0,2.0,1020.0,12.9181024,77.5576638
