area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_clean,lat,lon,dist_to_school_km,dist_to_hospital_km,dist_to_transit_km
Built-up  Area,Ready To Move,Jai Bheema Nagar,3 BHK,Sancyra,1470,2.0,2.0,70.0,3.0,1470.0,12.9194294,77.6169759,0.1093159359689842,0.3309250665921279,0.0086774698945922
Super built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,450,1.0,1.0,11.0,1.0,450.0,12.7751249,77.7709216,,,
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1152,2.0,1.0,64.5,2.0,1152.0,12.8487599,77.648253,0.5497991746984375,0.4916467010007277,0.7279636356232001
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1350,2.0,1.0,56.0,3.0,1350.0,12.8487599,77.648253,0.5497991746984375,0.4916467010007277,0.7279636356232001
Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Srshq T,1550,3.0,3.0,65.0,3.0,1550.0,12.9855509,77.668072,0.5135454893207373,0.27244649864545,0.4525172465285159
Plot  Area,Ready To Move,Nagavara,1 Bedroom,,400,1.0,0.0,14.0,1.0,400.0,13.0374647,77.623602,0.5002868566305048,0.0580632177549499,0.0572769283980491
Super built-up  Area,Ready To Move,Malleshwaram,1 BHK,Utntspa,705,1.0,2.0,67.0,1.0,705.0,13.0027353,77.5703253,0.2143519029451255,0.1013357314468058,0.0943480474278475
Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,770,1.0,1.0,36.0,2.0,770.0,12.8487599,77.648253,0.5497991746984375,0.4916467010007277,0.7279636356232001
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Aniona ,1242,2.0,3.0,51.0,2.0,1242.0,12.8773486,77.6028031,0.0268068954878658,0.7976716289728175,0.0359826059281747
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1700,3.0,2.0,155.0,3.0,1700.0,13.050194,77.6075951,0.4143675043809562,0.4209503422252091,0.2082493790267141
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,2144,3.0,2.0,145.0,3.0,2144.0,13.0522499,77.6316152,0.4103630847737383,0.244729083276761,0.0479116314175673
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saahaat,1704,3.0,2.0,110.0,3.0,1704.0,12.9709537,77.5373851,0.1628118786278103,0.0476913123762571,0.0021055621507858
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,52.0,2.0,1070.0,12.8487599,77.648253,0.5497991746984375,0.4916467010007277,0.7279636356232001
Plot  Area,Ready To Move,8th block Koramangala,3 Bedroom,,1846,3.0,2.0,300.0,3.0,1846.0,12.9287596,77.6287122,,,
Super built-up  Area,Ready To Move,Jakkuru Layout,2 BHK,,1340,2.0,2.0,55.7,2.0,1340.0,13.0763895,77.6057269,2.1604536679678006,0.5649504594747153,0.1027976739253339
Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1025,2.0,1.0,46.0,2.0,1025.0,12.8487599,77.648253,0.5497991746984375,0.4916467010007277,0.7279636356232001
Super built-up  Area,Ready To Move,KR Puram,2 BHK,MCvarar,1015 - 1540,2.0,0.0,56.8,2.0,1277.5,13.007516,77.695935,1.2063438008359872,0.0725318111449869,0.1011381963899148
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,VRave E,1200,2.0,2.0,52.0,2.0,1200.0,12.9552572,77.6984163,0.6719239127411085,0.190113011289509,0.2419124009198896
Built-up  Area,18-Dec,Kanakpura Road,4 Bedroom,,2250,4.0,1.0,110.0,4.0,2250.0,12.8856913,77.5526564,0.9963963823531752,0.359091638722918,0.0973468545381832
Super built-up  Area,Ready To Move,Pattandur Agrahara,3 BHK,MaidoPl,1550,2.0,3.0,80.0,3.0,1550.0,12.9876393,77.7377718,0.851841059365923,0.6283640539606055,0.0687572895657852
Plot  Area,Ready To Move,Bellandur,4 Bedroom,,1200,5.0,,325.0,4.0,1200.0,12.9320495,77.6842915,,,
Plot  Area,Ready To Move,Ejipura,7 Bedroom,,1800,7.0,1.0,250.0,7.0,1800.0,12.945245,77.6274776,0.1528011289535298,0.5929921369418859,0.2084721331519055
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Aiitya ,1200,2.0,2.0,60.0,2.0,1200.0,12.9552572,77.6984163,0.6719239127411085,0.190113011289509,0.2419124009198896
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PuziaVe,1327,2.0,2.0,98.0,2.0,1327.0,13.1006982,77.5963454,1.1101413730029868,0.0830813646669616,0.1725955228275265
Super built-up  Area,Ready To Move,Kothanur,2 BHK,,1186,2.0,2.0,58.0,2.0,1186.0,12.8701259,77.5820178,0.2901253561555079,1.2046900818961757,0.1255652912582252
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,NRosete,1400,3.0,2.0,56.0,3.0,1400.0,12.9116225,77.6388622,0.3759611716599876,0.3075278370674322,0.1294634386203708
Super built-up  Area,Ready To Move,Nagasandra,2 BHK,,980,2.0,1.0,48.0,2.0,980.0,13.0479536,77.5001422,2.612262659107349,0.4899815963505483,0.1954930421846646
Super built-up  Area,Ready To Move,EPIP Zone,2 BHK,,1285,2.0,2.0,82.0,2.0,1285.0,12.9781922,77.7246451,0.0445328967272574,0.2561666460342068,0.1543015947869913
Super built-up  Area,Ready To Move,Langford Town,3 BHK,,912,2.0,1.0,70.0,3.0,912.0,12.957998,77.6037312,0.2655519170530348,0.8272948084593617,0.2657066140212644
Built-up  Area,Ready To Move,Whitefield,2 BHK,Sancya ,1225,2.0,2.0,47.6,2.0,1225.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Super built-up  Area,Ready To Move,Whitefield,2 BHK,,1075,2.0,1.0,53.0,2.0,1075.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Built-up  Area,Ready To Move,Kadugodi,3 BHK,MSingco,1260,2.0,2.0,54.0,3.0,1260.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1282,2.0,2.0,48.7,3.0,1282.0,13.1006982,77.5963454,1.1101413730029868,0.0830813646669616,0.1725955228275265
Super built-up  Area,Ready To Move,Kogilu,3 BHK,CaIRSCr,1909,3.0,2.0,88.0,3.0,1909.0,13.1067228,77.6173956,2.098973134389521,1.224796341356449,0.2827542119610424
Super built-up  Area,Ready To Move,Panathur,2 BHK,Prcesvy,1359,2.0,1.0,87.0,2.0,1359.0,12.9351457,77.7047541,1.3522923878737512,0.1539823729039149,0.1818633163630239
Built-up  Area,Ready To Move,Nagondanahalli,2 BHK,,1207,2.0,2.0,43.5,2.0,1207.0,12.97516,77.7703403,0.7765513150713883,2.070051434549789,0.1112334976615704
Plot  Area,Ready To Move,Padmanabhanagar,4 Bedroom,,1736,6.0,0.0,190.0,4.0,1736.0,12.9181024,77.5576638,0.1605013055041436,0.2009372214712971,0.0593123300630777
Super built-up  Area,20-May,1st Block Jayanagar,4 BHK,,2850,4.0,1.0,428.0,4.0,2850.0,12.9182966,77.5741528,,,
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Emstael,1595,3.0,2.0,65.0,3.0,1595.0,13.079198,77.7136366,,,0.9154375970634976
Built-up  Area,18-Jun,"Off Sarjapur Road,",3 BHK,,1798,3.0,2.0,89.0,3.0,1798.0,12.9098432,77.6878366,1.1331386661798992,0.5618084014786834,0.239922303159473
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,SNdri N,1475,3.0,2.0,78.29,3.0,1475.0,12.8401734,77.6595099,1.2771586723358812,0.2949821891085972,0.0976455973631153
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Syonyph,1295,2.0,1.0,65.0,2.0,1295.0,13.0432607,77.5125535,1.7313182787652242,0.1543951359317859,0.0600736666773163
Built-up  Area,Ready To Move,Magadi Road,6 Bedroom,,3600,6.0,0.0,141.0,6.0,3600.0,12.975608,77.5553564,0.2292305088560362,0.1713099652467612,0.0027054036356794
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Itvir M,589,1.0,1.0,27.0,1.0,589.0,12.8487599,77.648253,0.5497991746984375,0.4916467010007277,0.7279636356232001
Super built-up  Area,Ready To Move,Ngef Layout,3 BHK,,1415,3.0,3.0,78.0,3.0,1415.0,12.9592694,77.5093895,0.9305482872424012,0.2047945012860093,0.1064009151565139
Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,Klark L,1787,3.0,2.0,98.29,3.0,1787.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1787,3.0,2.0,125.0,3.0,1787.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Piityra,1475,2.0,3.0,90.0,3.0,1475.0,12.9357366,77.624081,0.2675297796352062,0.1653487625354119,0.1165363339309041
Super built-up  Area,19-Mar,Sarjapur  Road,2 BHK,AsastDe,984,2.0,1.0,44.28,2.0,984.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Super built-up  Area,19-Dec,Devanahalli,3 BHK,Jurdsig,1520 - 1740,,,74.82,3.0,1630.0,13.142344,77.7339688,,1.284534894489931,0.5108250171089255
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1080,2.0,2.0,72.0,2.0,1080.0,12.9119693,77.5882043,,,
Plot  Area,Ready To Move,Shantiniketan Layout,2 Bedroom,,1500,2.0,1.0,115.0,2.0,1500.0,12.8824524,77.6024627,0.2041962902497417,0.5226700664503133,0.5527872448547392
Super built-up  Area,Ready To Move,Hebbal,3 BHK,,1900,3.0,2.0,119.0,3.0,1900.0,13.0382184,77.5919,0.7863823345646925,0.1236876912510814,0.3075766141575576
Super built-up  Area,19-Aug,Dommasandra,2 BHK,,805,2.0,1.0,22.14,2.0,805.0,12.8777098,77.7534769,,0.1934770482984424,0.1921957340920323
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,56.4,2.0,1153.0,13.1424106,77.7340989,,1.274730303566862,0.5223279199956383
Super built-up  Area,Ready To Move,Mylasandra,2 BHK,Laowsba,1110,2.0,2.0,55.0,2.0,1110.0,12.9160293,77.497544,1.0498796000124415,1.0161892069486165,0.7629386641427629
Built-up  Area,Ready To Move,Electronic City,2 BHK,Saave R,1100,2.0,2.0,42.0,2.0,1100.0,12.8487599,77.648253,0.5497991746984375,0.4916467010007277,0.7279636356232001
Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,Anave S,1290,2.0,2.0,110.0,2.0,1290.0,13.0221416,77.6403368,0.8968727819698661,0.0721067887798438,0.3293062580064786
Super built-up  Area,18-Apr,Bank Of Baroda Colony,2 BHK,,1080,2.0,2.0,39.0,2.0,1080.0,12.893481,77.5837404,,,
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1933,3.0,1.0,129.0,3.0,1933.0,12.9709537,77.5373851,0.1628118786278103,0.0476913123762571,0.0021055621507858
Built-up  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,,3500,5.0,2.0,150.0,5.0,3500.0,13.0120218,77.6777817,0.7012545493049456,0.1005038444793955,0.1340673492662811
Super built-up  Area,18-Aug,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,1.0,645.0,12.8009043,77.7114908,2.2049248881111088,0.129175824605253,0.2517187885669928
Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,1.0,645.0,12.8009043,77.7114908,2.2049248881111088,0.129175824605253,0.2517187885669928
Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,SJcerpe,1644,3.0,3.0,84.0,3.0,1644.0,12.9619639,77.6988922,,,
Super built-up  Area,Ready To Move,Ncpr Industrial Layout,2 BHK,Supams ,1285,2.0,3.0,72.5,2.0,1285.0,12.9859833,77.7128318,0.6052882179814117,0.7155544153890304,0.3342269754954433
Plot  Area,Ready To Move,Electronic City,3 Bedroom,,1200,3.0,1.0,90.0,3.0,1200.0,12.8487599,77.648253,0.5497991746984375,0.4916467010007277,0.7279636356232001
Super built-up  Area,Ready To Move,Electronic City,2 BHK,CoapeSo,910,2.0,1.0,40.0,2.0,910.0,12.8487599,77.648253,0.5497991746984375,0.4916467010007277,0.7279636356232001
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Bisic C,1577,3.0,1.0,70.0,3.0,1577.0,12.8701259,77.5820178,0.2901253561555079,1.2046900818961757,0.1255652912582252
Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,Inntsa ,2420,3.0,2.0,185.0,3.0,2420.0,13.0082113,77.652778,0.5757179210946703,0.2297794950557985,0.0418216000410688
Super built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,800,1.0,1.0,20.0,2.0,800.0,12.8009043,77.7114908,2.2049248881111088,0.129175824605253,0.2517187885669928
Built-up  Area,Ready To Move,Anand Nagar,2 BHK,,1060,2.0,2.0,55.0,2.0,1060.0,13.0346991,77.5944561,,,
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1270,2.0,2.0,93.0,2.0,1270.0,12.9119693,77.5882043,,,
Built-up  Area,Ready To Move,Kundalahalli Colony,2 Bedroom,,1280,2.0,1.0,69.0,2.0,1280.0,12.9706554,77.7115645,0.4773438374284263,0.5845185438367684,0.0965078663312472
Plot  Area,Ready To Move,Horamavu Agara,4 Bedroom,,1200,2.0,0.0,95.0,4.0,1200.0,13.0367725,77.6549479,1.3326673210533737,0.6812113408996388,2.8986046010866473
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1025,2.0,2.0,36.0,2.0,1025.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Super built-up  Area,17-Jun,Electronic City,2 BHK,Prarkun,1108,2.0,1.0,63.0,2.0,1108.0,12.8487599,77.648253,0.5497991746984375,0.4916467010007277,0.7279636356232001
Plot  Area,Ready To Move,MCECHS  layout,5 Bedroom,,1200,5.0,,170.0,5.0,1200.0,13.0725802,77.6152451,2.4234851466555427,1.2674877205147277,0.4600851017448817
Super built-up  Area,Ready To Move,Coffee Board Layout,3 BHK,Calyxy ,3045,3.0,2.0,170.0,3.0,3045.0,13.0503251,77.6060803,0.2732342094256822,0.3240429212688466,0.2386492320520988
Plot  Area,Ready To Move,Ambedkar Nagar,4 Bedroom,Thessrm,2900,3.0,2.0,300.0,4.0,2900.0,12.9798531,77.7541055,,,
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,JJortom,1500,3.0,2.0,75.5,3.0,1500.0,12.9709537,77.5373851,0.1628118786278103,0.0476913123762571,0.0021055621507858
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,43.9,2.0,1295.0,12.932582,77.5162034,0.9759304408956934,0.1594975898310746,0.5154087829957453
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1162,2.0,1.0,59.9,2.0,1162.0,13.1424106,77.7340989,,1.274730303566862,0.5223279199956383
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1035,2.0,2.0,49.2,2.0,1035.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Built-up  Area,Ready To Move,Attibele,4 Bedroom,Natic T,1600,4.0,0.0,52.8,4.0,1600.0,12.7751249,77.7709216,,,
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,,1464,3.0,2.0,46.0,3.0,1464.0,12.8921814,77.6483362,0.4662258461567119,0.4024894754645247,0.2914893179977559
Super built-up  Area,18-Oct,Hennur Road,3 BHK,DSapeSk,1866,2.0,2.0,61.58,3.0,1866.0,13.0351224,77.631944,0.2765531953436611,0.2961596190679827,0.3357653297815484
Super built-up  Area,Ready To Move,Geleyara Balaga Layout,2 BHK,Jahtsa ,700,1.0,1.0,26.0,2.0,700.0,13.0712823,77.5061497,1.3196191264965649,0.6169430439591516,0.0200894703521156
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Prillot,1804,3.0,2.0,120.0,3.0,1804.0,12.8658068,77.5911918,0.5611288741900337,0.8962946840072035,0.0698589335179441
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,,913,2.0,1.0,32.0,2.0,913.0,12.9694037,77.5870258,0.513245507673521,0.1753433216729026,0.0443651517984582
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,,883,2.0,1.0,45.0,2.0,883.0,12.9229728,77.4842926,1.02066683482025,0.109134829201366,0.1300462809805596
Plot  Area,Ready To Move,Sundara Nagar,2 Bedroom,,900,2.0,1.0,110.0,2.0,900.0,12.97293,77.6151399,0.5478699206392824,0.4827205252609569,0.1632562964907549
Super built-up  Area,Ready To Move,Kogilu,3 BHK,,1664,2.0,3.0,73.95,3.0,1664.0,13.1067228,77.6173956,2.098973134389521,1.224796341356449,0.2827542119610424
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,2026,3.0,2.0,132.0,3.0,2026.0,13.0720352,77.6333905,1.382944725422289,0.2177405617129972,0.0355851745103119
Super built-up  Area,Ready To Move,Balagere,2 BHK,Soestin,1210,2.0,1.0,80.9,2.0,1210.0,12.9377243,77.7280705,,,
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,Alestrb,1762,3.0,3.0,91.45,3.0,1762.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1252,3.0,3.0,55.0,3.0,1252.0,12.7764978,77.6326204,,0.4225690249010627,1.1974502221048098
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1420,2.0,1.0,100.0,3.0,1420.0,12.9119693,77.5882043,,,
Plot  Area,Ready To Move,Srirampura,6 Bedroom,,1450,6.0,0.0,250.0,6.0,1450.0,12.9964948,77.5632993,0.7182505424304229,0.4316586186751059,0.0116636461960966
Built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,GaicaVe,1490,3.0,1.0,78.8,3.0,1490.0,12.8401734,77.6595099,1.2771586723358812,0.2949821891085972,0.0976455973631153
Super built-up  Area,18-Aug,Old Madras Road,3 BHK,Saesttt,1425,2.0,2.0,94.0,3.0,1425.0,13.0069152,77.6882534,0.3938088976754101,0.4502325198385685,0.3637607340242174
Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Nae 2El,1200,2.0,1.0,40.0,2.0,1200.0,12.8658068,77.5911918,0.5611288741900337,0.8962946840072035,0.0698589335179441
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,,1280,2.0,2.0,56.0,3.0,1280.0,12.9812262,77.6745845,0.646798793911414,0.3209877806589806,0.5136258206317895
Super built-up  Area,Ready To Move,Silver Springs Layout,2 BHK,Bhinglv,1084,2.0,2.0,50.0,2.0,1084.0,12.9582324,77.7098778,0.5416231226369274,0.163594859091487,0.2261984301205017
Super built-up  Area,18-Jul,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,25.88,2.0,1015.0,12.8009043,77.7114908,2.2049248881111088,0.129175824605253,0.2517187885669928
Super built-up  Area,21-May,Kanakpura Road,2 BHK,GolusLi,1017,2.0,1.0,51.25,2.0,1017.0,12.8856913,77.5526564,0.9963963823531752,0.359091638722918,0.0973468545381832
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1027,2.0,2.0,44.0,2.0,1027.0,12.9018012,77.6641767,1.3909299035710845,0.8326963261355745,1.3074632901104353
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Coush W,1069,2.0,2.0,45.0,2.0,1069.0,12.8473999,77.6724452,0.4003537691158839,0.6695947877797833,0.0713470995046223
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1349,2.0,1.0,98.2,2.0,1349.0,13.0382184,77.5919,0.7863823345646925,0.1236876912510814,0.3075766141575576
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,NaensGa,1005,2.0,1.0,50.0,2.0,1005.0,12.9110032,77.5788747,,,
Super built-up  Area,Ready To Move,Jakkur,2 BHK,Arzzo P,1417,2.0,3.0,75.0,2.0,1417.0,13.0784743,77.6068938,2.422881161415774,0.8241615020057301,0.1216825084790213
Plot  Area,18-Jan,TC Palaya,3 Bedroom,,1475,3.0,1.0,98.0,3.0,1475.0,13.0105743,77.6932572,0.9563849880311064,0.0610133292415858,0.2371431196940018
Carpet  Area,Ready To Move,Maruthi Sevanagar,2 BHK,SMikaay,950,2.0,2.0,47.0,2.0,950.0,13.0027048,77.6346165,1.2297231287104318,0.0809281961695375,0.7840691543795879
Super built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,Prave E,2000,4.0,0.0,120.0,4.0,2000.0,13.0360109,77.5695288,1.0285946577403429,0.2301682947753185,0.2479091799370716
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Ahriaup,1863,3.0,2.0,104.0,4.0,1863.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Super built-up  Area,Ready To Move,Singasandra,2 BHK,Priewhi,1010,2.0,1.0,29.5,2.0,1010.0,12.8787382,77.642089,0.4935818479119592,0.3720611817357301,0.3575757014792725
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Shodsth,1425,2.0,1.0,70.0,3.0,1425.0,12.8658068,77.5911918,0.5611288741900337,0.8962946840072035,0.0698589335179441
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,Swadeh ,1450,3.0,0.0,100.0,3.0,1450.0,12.9709537,77.5373851,0.1628118786278103,0.0476913123762571,0.0021055621507858
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1847,3.0,2.0,105.0,3.0,1847.0,12.8701259,77.5820178,0.2901253561555079,1.2046900818961757,0.1255652912582252
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,Soran U,1100,2.0,3.0,45.0,2.0,1100.0,12.964118,77.7130369,,,
Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,26.0,1.0,525.0,12.8856913,77.5526564,0.9963963823531752,0.359091638722918,0.0973468545381832
Super built-up  Area,Ready To Move,Mallasandra,3 BHK,Puestig,1665,3.0,2.0,95.0,3.0,1665.0,13.0548302,77.5155741,2.4592409808990885,0.6787299500957701,0.5584357386846475
Super built-up  Area,Ready To Move,Begur,4 BHK,Prntsrt,1664,4.0,3.0,65.0,4.0,1664.0,12.8633887,77.6130112,0.5668539393216505,1.0187460727697344,0.5900174913274432
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,Maerar ,1850,3.0,3.0,150.0,3.0,1850.0,12.9096941,77.5866067,0.5538147890196375,0.2826771451243934,0.0885996194616161
Super built-up  Area,Ready To Move,Panathur,2 BHK,Vaesh T,1438,2.0,3.0,100.0,2.0,1438.0,12.9351457,77.7047541,1.3522923878737512,0.1539823729039149,0.1818633163630239
Super built-up  Area,18-Apr,Yelahanka,2 BHK,,1350,2.0,1.0,55.55,2.0,1350.0,13.1006982,77.5963454,1.1101413730029868,0.0830813646669616,0.1725955228275265
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3.0,3.0,67.0,3.0,1550.0,12.8856913,77.5526564,0.9963963823531752,0.359091638722918,0.0973468545381832
Super built-up  Area,18-Apr,Malleshpalya,2 BHK,,1140,2.0,2.0,46.5,2.0,1140.0,12.9744129,77.6743533,0.6633319534919848,0.1248387878290171,0.4079732980149955
Plot  Area,Ready To Move,Srirampura,5 Bedroom,,1200,5.0,2.0,180.0,5.0,1200.0,12.9964948,77.5632993,0.7182505424304229,0.4316586186751059,0.0116636461960966
Super built-up  Area,18-Dec,Kodathi,2 BHK,,850,2.0,2.0,27.0,2.0,850.0,12.8905129,77.7133427,1.29729958960531,2.3827254204468664,0.9617959040402824
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Gotis A,1280,2.0,2.0,75.0,2.0,1280.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1385,2.0,1.0,83.09,2.0,1385.0,13.0351224,77.631944,0.2765531953436611,0.2961596190679827,0.3357653297815484
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.0,2.0,1128.0,12.8487599,77.648253,0.5497991746984375,0.4916467010007277,0.7279636356232001
Plot  Area,Ready To Move,Marathahalli,2 Bedroom,,1200,2.0,2.0,128.0,2.0,1200.0,12.9552572,77.6984163,0.6719239127411085,0.190113011289509,0.2419124009198896
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2390,3.0,2.0,415.0,3.0,2390.0,12.9945063,77.554298,0.9169000511960156,0.0937969906036531,0.1635631137513544
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,2.0,56.0,3.0,1464.0,12.9018012,77.6641767,1.3909299035710845,0.8326963261355745,1.3074632901104353
Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,,1200,2.0,2.0,55.0,2.0,1200.0,13.0454837,77.6266492,0.4577959008435539,0.3706294143495851,0.0626729797096005
